,V,i,si,sV
122,2.2,2.3294447028999998e-07,4.776375905894343e-10,0.0122
123,2.3,2.3664435926e-07,4.850125704431325e-10,0.0123
124,2.4,2.4082055179999996e-07,4.933364182399643e-10,0.0124
125,2.5,2.4508443106999997e-07,5.018382774298138e-10,0.0125
126,2.6,2.4894037966e-07,5.09528904222811e-10,0.0126
127,2.7,2.5277910676e-07,5.17182613754629e-10,0.0127
128,2.8,2.5610859223e-07,5.238238256026921e-10,0.0128
129,2.9,2.5963074409999997e-07,5.308480572148242e-10,0.0129
130,3.0,2.6338404047e-07,5.38333726170599e-10,0.013000000000000001
131,3.1,2.663305506e-07,5.442125195738668e-10,0.0131
132,3.2,2.6928526587e-07,5.501093388533082e-10,0.0132
133,3.3,2.725175774e-07,5.56559802149559e-10,0.0133
134,3.4,2.759766489e-07,5.634593513641581e-10,0.0134
135,3.5,2.7887847e-07,5.692492530667458e-10,0.0135
136,3.6,2.7985096522e-07,5.711905377898223e-10,0.013600000000000001
137,3.7,2.8298803324e-07,5.774500797238807e-10,0.0137
138,3.8,2.8589695346e-07,5.832574807791257e-10,0.0138
139,3.9,2.8855982522e-07,5.88571664217546e-10,0.0139
140,4.0,2.9036260919000003e-07,5.92169150222321e-10,0.014
141,4.1,2.9311194516e-07,5.97656540115714e-10,0.0141
142,4.2,2.9573611475e-07,6.028962801206711e-10,0.0142
143,4.3,2.9883268287e-07,6.090774262128184e-10,0.0143
144,4.4,3.0053280248e-07,6.124691779992356e-10,0.0144
145,4.5,3.0321474105e-07,6.178237344512076e-10,0.0145
146,4.6,3.0475809173e-07,6.20904494565448e-10,0.0146
147,4.7,3.0728052914e-07,6.259416668697609e-10,0.014700000000000001
148,4.8,3.1021367981e-07,6.317961144739604e-10,0.0148
149,4.9,3.1191956266e-07,6.352019366364788e-10,0.0149
150,5.0,3.1262186164e-07,6.366052653640581e-10,0.015
151,5.1,3.1520834435e-07,6.417680570649946e-10,0.015099999999999999
152,5.2,3.1776641508e-07,6.468767241027669e-10,0.015200000000000002
153,5.3,3.1886373251999995e-07,6.49068413866457e-10,0.015300000000000001
154,5.4,3.2030290808e-07,6.519428578971301e-10,0.0154
155,5.5,3.2190555004e-07,6.551419961033536e-10,0.0155
156,5.6,3.226130382e-07,6.56557831941521e-10,0.0156
157,5.7,3.2439183834e-07,6.601096797015363e-10,0.0157
158,5.8,3.2580666398e-07,6.629323147246204e-10,0.0158
159,5.9,3.2826079173e-07,6.678359181783541e-10,0.0159
160,6.0,3.2998305633000003e-07,6.712769342082246e-10,0.016
161,6.1,3.329011801e-07,6.771051568426992e-10,0.0161
162,6.2,3.3194762575e-07,6.752008816985902e-10,0.0162
163,6.3,3.3454507290999995e-07,6.803885005456924e-10,0.016300000000000002
164,6.4,3.3491651369e-07,6.811302165305521e-10,0.0164
165,6.5,3.3553878413999997e-07,6.8237352888702e-10,0.0165
166,6.6,3.3791077289e-07,6.871082748873251e-10,0.0166
167,6.7,3.4004711272e-07,6.913757770931785e-10,0.0167
168,6.8,3.4050203133e-07,6.922846901120505e-10,0.0168
169,6.9,3.4126223245000004e-07,6.938016655368744e-10,0.016900000000000002
170,7.0,3.42935528e-07,6.971461505268417e-10,0.017
171,7.1,3.4401070606999996e-07,6.992953776109135e-10,0.0171
172,7.2,3.4291575669e-07,6.971087809533947e-10,0.0172
173,7.3,3.4668717669e-07,7.04641124514367e-10,0.0173
174,7.4,3.4874816325000003e-07,7.087573255953288e-10,0.0174
175,7.5,3.498385388e-07,7.109361494709434e-10,0.0175
176,7.6,3.5072364749e-07,7.127039582590649e-10,0.0176
